Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Featured Image,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
D'Angelo's Italian Restaurant,"2141 Clearwater Dr, Bullhead City, AZ 86442",2141 Clearwater Dr,"Bullhead City, AZ 86442","Italian restaurant, Caterer, Family restaurant, Pasta shop, Pizza restaurant, Restaurant, Salad shop","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 758-0085,"(928) 758-0085, +1 928-758-0085",YES,D'Angelo's Italian Restaurant (Owner),110652047834816977871,https://www.google.com/maps/contrib/110652047834816977871,1683,4.5,"https://search.google.com/local/reviews?placeid=ChIJZ31zY7dGzoAR3Cgb4m0vIfk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",17951681738666879196,0x80ce46b763737d67:0xf9212f6de21b28dc,35.0962761,-114.6309455,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkTH4bAsQilR8eKWuH2QHhkaIt8T4vLVVHfbKkOZ7UFevk8M-2dKymHjR-NB-VpPBghGTfhmmtdhTghAGlBdn0py1tCkR7EM87IreofSPQwQyulm9mSM8vVbGZyPEiu_g_6Da2S=w408-h306-k-no,America/Phoenix,www.dangelosonline.com/,www.dangelosonline.com,"Wednesday(2026-09-02): [10 AM–9 PM], Thursday(2026-09-03): [10 AM–9 PM], Friday(2026-09-04): [10 AM–10 PM], Saturday(2026-09-05): [10 AM–10 PM], Sunday(2026-09-06): [10 AM–9 PM], Monday(2026-09-07): [10 AM–9 PM], Tuesday(2026-09-08): [10 AM–9 PM]",https://www.google.com/search?kgmid=/g/1tgh37yz,/g/1tgh37yz,https://www.google.com/maps?cid=17951681738666879196,ChIJZ31zY7dGzoAR3Cgb4m0vIfk,,,,,,,,"Restaurant  Laughlin, US"
Regency Casino,"1950 S Casino Dr, Laughlin, NV 89029",1950 S Casino Dr,"Laughlin, NV 89029","Casino, Family restaurant, Gambling house, Tourist attraction","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom]",(702) 299-1220,"(702) 299-1220, +1 702-299-1220",YES,Regency Casino (Owner),104315526809302957019,https://www.google.com/maps/contrib/104315526809302957019,869,4.3,"https://search.google.com/local/reviews?placeid=ChIJMfU7pKxDzoARvqKP6ShfUJU&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",10759204139109950142,0x80ce43aca43bf531:0x95505f28e98fa2be,35.161924299999995,-114.5717433,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmnviZmSDP0puZflg5tg_PM6v-4iUHJG_aV1ObDuEH9KR8fcxzxCfFp9dFSDFBwcP3lO75Yl6B1JiGtsF_NTzJl1ZsXDMxxxip42murrTYIM5hCk21TdDH9sZc3GKJkXnppRw5G=w426-h240-k-no,America/Los_Angeles,www.regencylaughlin.com/,www.regencylaughlin.com,"Wednesday(2026-09-02): [7:30 AM–10 PM], Thursday(2026-09-03): [7:30 AM–10 PM], Friday(2026-09-04): [7:30 AM–1 AM], Saturday(2026-09-05): [7:30 AM–1 AM], Sunday(2026-09-06): [7:30 AM–10 PM], Monday(2026-09-07): [7:30 AM–10 PM], Tuesday(2026-09-08): [7:30 AM–10 PM]",https://www.google.com/search?kgmid=/g/12hkhthjj,/g/12hkhthjj,https://www.google.com/maps?cid=10759204139109950142,ChIJMfU7pKxDzoARvqKP6ShfUJU,,,,,,,,"Restaurant  Laughlin, US"
Takumi Sushi House & Kitchen,"1047 AZ-95 Ste A, Bullhead City, AZ 86429",1047 AZ-95 Ste A,"Bullhead City, AZ 86429",Japanese restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 299-5144,"(928) 299-5144, +1 928-299-5144",YES,Takumi Sushi House & Kitchen (Owner),100826715871289511984,https://www.google.com/maps/contrib/100826715871289511984,43,4.4,"https://search.google.com/local/reviews?placeid=ChIJz4596V5DzoARKqwG0NoB21I&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",5970367770314320938,0x80ce435ee97d8ecf:0x52db01dad006ac2a,35.1501148,-114.56830869999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnHBC8tMEoDAVkZI7LEyAh7a_xURPmKJZOkaFQqKqnCfemdoTq07rbA-eZsbV9AfwyufQ5iREqunm17v8M85RdIFcBqnCgWLkJsf2bJKRDNA7-hdP4HHCr8vURIaN5p3S-lAGWM7p0dc7cT=w426-h240-k-no,America/Phoenix,,,"Wednesday(2026-09-02): [11:30 AM–2 PM, 4–8:30 PM], Thursday(2026-09-03): [11:30 AM–2 PM, 4–8:30 PM], Friday(2026-09-04): [11:30 AM–2 PM, 4–9 PM], Saturday(2026-09-05): [11:30 AM–9 PM], Sunday(2026-09-06): [11:30 AM–8:30 PM], Monday(2026-09-07): [11:30 AM–2 PM, 4–8:30 PM], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/11yv5b84mr,/g/11yv5b84mr,https://www.google.com/maps?cid=5970367770314320938,ChIJz4596V5DzoARKqwG0NoB21I,,,,,,,,"Restaurant  Laughlin, US"
Harrah's Laughlin Beach Resort & Casino - A Caesars Rewards Destination,"2900 S Casino Dr, Laughlin, NV 89029",2900 S Casino Dr,"Laughlin, NV 89029",Hotel,,(702) 298-4600,"(702) 298-4600, +1 702-298-4600",YES,Harrah's Laughlin Beach Resort & Casino - A Caesars Rewards Destination (Owner),113254291742011874727,https://www.google.com/maps/contrib/113254291742011874727,12597,3.8,"https://search.google.com/local/reviews?placeid=ChIJsdIov8lDzoARwhKfdqzdsrE&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",12804540423361991362,0x80ce43c9bf28d2b1:0xb1b2ddac769f12c2,35.144081799999995,-114.5765266,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkCRtXWc8iKProlDtkFxOKwu2elsM17nXNtJYo6G7bVsxNc2xXR_H5JAyBIkoEPUVjkJamd1DBJoQVF1fBC8wM81cPAku42hmyxjku1CmhnizA7CJRU_wzQKnEk1pDTIlhqiVZP=w408-h272-k-no,America/Los_Angeles,www.caesars.com/harrahs-laughlin?utm_campaign=gmb&utm_source=google&utm_medium=local&utm_term=LAU&utm_content=hotel&y_source=1_NDM2Njg0My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,www.caesars.com,,,,https://www.google.com/maps?cid=12804540423361991362,ChIJsdIov8lDzoARwhKfdqzdsrE,,,,,,,,"Restaurant  Laughlin, US"
Sonora Town by the River,"1097 AZ-95, Bullhead City, AZ 86429",1097 AZ-95,"Bullhead City, AZ 86429",Taco restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating, Wheelchair accessible restroom]",(626) 419-6815,"(626) 419-6815, +1 626-419-6815",YES,Sonora Town by the River (Owner),114882655889633050018,https://www.google.com/maps/contrib/114882655889633050018,86,4.7,"https://search.google.com/local/reviews?placeid=ChIJoaH5y_tDzoARyma_fNPYpwA&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",47244723953297098,0x80ce43fbcbf9a1a1:0xa7d8d37cbf66ca,35.147528099999995,-114.56857679999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmRwLukvP3ZiU1TwAPZdQFehdp0Vw-_CumhtRoivJ0sh2gHOgSPyPzSU0PaVvouQG3ZsY6npWIpptI5OlyWZBsyfke4j2vZ3mwcwHVh0Er69RxAZ-tI2ME9pQv2Mma6667_AqcY=w408-h544-k-no,America/Phoenix,instagram.com/sonoratownbytheriver0?igshid=MzRlODBiNWFlZA==,instagram.com,"Wednesday(2026-09-02): [Closed], Thursday(2026-09-03): [7 PM–12 AM], Friday(2026-09-04): [7 PM–1 AM], Saturday(2026-09-05): [7 PM–1 AM], Sunday(2026-09-06): [7–11 PM], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/11v0xrfky8,/g/11v0xrfky8,https://www.google.com/maps?cid=47244723953297098,ChIJoaH5y_tDzoARyma_fNPYpwA,,,,,,,,"Restaurant  Laughlin, US"
Bean & Bread,"2300 S Casino Dr, Laughlin, NV 89029",2300 S Casino Dr,"Laughlin, NV 89029",Cafe,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating]",(702) 298-7111,"(702) 298-7111, +1 702-298-7111",NO,Bean & Bread (Owner),,,10,4.4,"https://search.google.com/local/reviews?placeid=ChIJX2eNHQBDzoARChmGYRByLPU&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",17666620852948834570,0x80ce43001d8d675f:0xf52c72106186190a,35.1546703,-114.5725295,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkeluVVjECu5ixWa-kyNjQDpGXPmbXWMsK8rBBEJaCBF_fzJ4MeHI7VJrqZWzt9EZVGAYCGVfZLvOXWsHzKy7GU_MUQSinReoBmcYDesX8fxOM80BK5gMBjFoY3PVpwLqKmCa1ppF0gqtsi=w408-h544-k-no,America/Los_Angeles,www.goldennugget.com/laughlin/restaurants/bean-and-bread/,www.goldennugget.com,"Wednesday(2026-09-02): [7 AM–10 PM], Thursday(2026-09-03): [7 AM–10 PM], Friday(2026-09-04): [7 AM–1 AM], Saturday(2026-09-05): [7 AM–1 AM], Sunday(2026-09-06): [7 AM–10 PM], Monday(2026-09-07): [7 AM–10 PM], Tuesday(2026-09-08): [7 AM–10 PM]",https://www.google.com/search?kgmid=/g/11wtq65y8_,/g/11wtq65y8_,https://www.google.com/maps?cid=17666620852948834570,ChIJX2eNHQBDzoARChmGYRByLPU,,,,,,,,"Restaurant  Laughlin, US"
Black Mountain Bistro & Bar,"1595 Mohave Dr Suite 5, Bullhead City, AZ 86442",1595 Mohave Dr Suite 5,"Bullhead City, AZ 86442","Restaurant, Bar, Bistro, Coffee shop, Diner, Lunch restaurant, Takeout Restaurant",,(928) 219-5911,,,,,,537,4.6,"https://search.google.com/local/reviews?placeid=ChIJNYWLWx9BzoARUMQJscnuZtM&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",15233125339653325904,0x80ce411f5b8b8535:0xd366eec9b109c450,35.084711,-114.5948246,,America/Phoenix,www.bhcbistro.com/,www.bhcbistro.com,"Wednesday(2026-09-02): [10 AM–8 PM], Thursday(2026-09-03): [10 AM–8 PM], Friday(2026-09-04): [10 AM–9 PM], Saturday(2026-09-05): [11 AM–9 PM], Sunday(2026-09-06): [Closed], Monday(2026-09-07): [10 AM–8 PM], Tuesday(2026-09-08): [10 AM–8 PM]",https://www.google.com/search?kgmid=/g/113dmhjbl,/g/113dmhjbl,https://www.google.com/maps?cid=15233125339653325904,ChIJNYWLWx9BzoARUMQJscnuZtM,,,,,,,,"Restaurant  Laughlin, US"
Oriol's Restaurant,"1595 Mohave Dr ste 2, Bullhead City, AZ 86442",1595 Mohave Dr ste 2,"Bullhead City, AZ 86442","Mexican restaurant, Family restaurant, Oyster bar restaurant, Restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 758-4777,"(928) 758-4777, +1 928-758-4777",YES,Oriol's Restaurant (Owner),114110615795338355962,https://www.google.com/maps/contrib/114110615795338355962,1808,4.4,"https://search.google.com/local/reviews?placeid=ChIJDYWLWx9BzoAR_R8-Ike11oE&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",9355864593030586365,0x80ce411f5b8b850d:0x81d6b547223e1ffd,35.0844637,-114.5943372,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnh0jRjOwmjP3oO6DAq4UcTkwvzZctlCBgFIVv6gBFkl5xG53akGQCO9v8rnEO8F-qR_HMWfhKnMb51k6U-arlKqkJWdGjdaNPYLDmjaMxNdBnRCN6DHC_sfRkwyTPsA97AGbY_WA=w408-h306-k-no,America/Phoenix,www.oriolsrestaurant.com/,www.oriolsrestaurant.com,"Wednesday(2026-09-02): [9 AM–8 PM], Thursday(2026-09-03): [9 AM–8 PM], Friday(2026-09-04): [9 AM–9 PM], Saturday(2026-09-05): [9 AM–9 PM], Sunday(2026-09-06): [9 AM–8 PM], Monday(2026-09-07): [9 AM–8 PM], Tuesday(2026-09-08): [9 AM–8 PM]",https://www.google.com/search?kgmid=/g/1tdg827k,/g/1tdg827k,https://www.google.com/maps?cid=9355864593030586365,ChIJDYWLWx9BzoAR_R8-Ike11oE,,,,,,,,"Restaurant  Laughlin, US"
Moon Shadow Grille,"Fort Mojave Reservation, 10000 Aha Macav Pkwy, Laughlin, NV 89029",Fort Mojave Reservation,"10000 Aha Macav Pkwy, Laughlin, NV 89029",Restaurant,,(702) 535-5555,,,,,,44,3.7,"https://search.google.com/local/reviews?placeid=ChIJT0Waajc5zoARzB8g12yqj2w&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",7822658462208237516,0x80ce39376a9a454f:0x6c8faa6cd7201fcc,35.016314799999996,-114.64090809999999,,America/Los_Angeles,www.avicasino.com/dining/moonshadow,www.avicasino.com,"Wednesday(2026-09-02): [Closed], Thursday(2026-09-03): [4–9 PM], Friday(2026-09-04): [4–9 PM], Saturday(2026-09-05): [4–9 PM], Sunday(2026-09-06): [4–9 PM], Monday(2026-09-07): [Closed], Tuesday(2026-09-08): [Closed]",https://www.google.com/search?kgmid=/g/11fq2khb71,/g/11fq2khb71,https://www.google.com/maps?cid=7822658462208237516,ChIJT0Waajc5zoARzB8g12yqj2w,,,,,,,,"Restaurant  Laughlin, US"
Smashburger,"2900 S Casino Dr, Laughlin, NV 89029",2900 S Casino Dr,"Laughlin, NV 89029","Hamburger restaurant, American restaurant, Chicken restaurant, Fast food restaurant, Ice cream shop, Restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-8552,"(702) 298-8552, +1 702-298-8552",YES,Smashburger (Owner),113459169643663688065,https://www.google.com/maps/contrib/113459169643663688065,291,3.4,"https://search.google.com/local/reviews?placeid=ChIJEYjDFcpDzoARAcElBBWLgrc&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",13223284378293354753,0x80ce43ca15c38811:0xb7828b150425c101,35.1453893,-114.5761837,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnOTk05CIyI6OLzjf3tGqFE44UMnM8DGsMUYSq9LfiGqpvdLUm510juEwkvFB3XblQIcH2jMxmf9gg9Udqa5jYMnNLlxglVpaegHehZpa_ff7289tZmRrehAMRLr7zEaSRaYfRP8A=w426-h240-k-no,America/Los_Angeles,smashburger.com/locations/us/nv/laughlin/2900-south-casino-dr?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=1579,smashburger.com,"Wednesday(2026-09-02): [12–6 AM, 11 AM–12 AM], Thursday(2026-09-03): [12–6 AM, 11 AM–12 AM], Friday(2026-09-04): [12–6 AM, 11 AM–12 AM], Saturday(2026-09-05): [12–6 AM, 11 AM–12 AM], Sunday(2026-09-06): [12–6 AM, 11 AM–12 AM], Monday(2026-09-07): [12–6 AM, 11 AM–12 AM], Tuesday(2026-09-08): [12–6 AM, 11 AM–12 AM]",https://www.google.com/search?kgmid=/g/11byyr_2vv,/g/11byyr_2vv,https://www.google.com/maps?cid=13223284378293354753,ChIJEYjDFcpDzoARAcElBBWLgrc,,,,,,,,"Restaurant  Laughlin, US"
The River Dog Grill,"2046 AZ-95, Bullhead City, AZ 86442",2046 AZ-95,"Bullhead City, AZ 86442","Bar & grill, Bar, Cocktail bar, Pub, Restaurant, Sports bar","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 704-3644,"(928) 704-3644, +1 928-704-3644",NO,The River Dog Grill (Owner),,,883,4.5,"https://search.google.com/local/reviews?placeid=ChIJlca0pV1BzoARKLTDmGnpw5s&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",11224071336081208360,0x80ce415da5b4c695:0x9bc3e96998c3b428,35.113433799999996,-114.59773249999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkHpxLj8GIvz9ULRYrp65D-JTLc3vfnNj7Vbwp2bOBG2palS1IOQKc5k61plOEwWOSXGOYm-gK9ugWcdIksiUHG11oND0fdGQ7CzQwjG3oSY5KVvP7P8t8i-hHCsNaM0QZ2cPvz=w408-h306-k-no,America/Phoenix,www.facebook.com/TheRiverDogGrill,www.facebook.com,"Wednesday(2026-09-02): [11 AM–10 PM], Thursday(2026-09-03): [11 AM–10 PM], Friday(2026-09-04): [11 AM–12 AM], Saturday(2026-09-05): [11 AM–12 AM], Sunday(2026-09-06): [11 AM–4 PM], Monday(2026-09-07): [11 AM–10 PM], Tuesday(2026-09-08): [11 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tczqn4w,/g/1tczqn4w,https://www.google.com/maps?cid=11224071336081208360,ChIJlca0pV1BzoARKLTDmGnpw5s,,,,,,,,"Restaurant  Laughlin, US"
Port of Subs,"2121 S Casino Dr, Laughlin, NV 89029",2121 S Casino Dr,"Laughlin, NV 89029","Sandwich shop, Breakfast restaurant, Catering food and drink supplier, Deli, Fast food restaurant, Fresh food market, Lunch restaurant, Delivery Restaurant, Takeout Restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 298-6262,"(702) 298-6262, +1 702-298-6262",YES,Port of Subs (Owner),112898329420163172079,https://www.google.com/maps/contrib/112898329420163172079,49,4.1,"https://search.google.com/local/reviews?placeid=ChIJHVfxxYtDzoARvFP5BZPmU9E&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",15083653096128730044,0x80ce438bc5f1571d:0xd153e69305f953bc,35.1579526,-114.5753314,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl5-wLpzW6OEWpSyBKOGDSjj8DPmd5b_GhmY2rROztD5L-ucCrysIsfwmuts_4tB4GirzDFQUSpjgiYtw_L_-ve2adlXNeKoJSyBubX6AU02nZvnv-Ji9WywyuVsmPWHLkdmsZn=w408-h306-k-no,America/Los_Angeles,order.portofsubs.com/menu/port-subs-024,order.portofsubs.com,"Wednesday(2026-09-02): [12–7 PM], Thursday(2026-09-03): [12–7 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [11 AM–9 PM], Sunday(2026-09-06): [12–7 PM], Monday(2026-09-07): [12–7 PM], Tuesday(2026-09-08): [12–7 PM]",https://www.google.com/search?kgmid=/g/11rpc9x0hp,/g/11rpc9x0hp,https://www.google.com/maps?cid=15083653096128730044,ChIJHVfxxYtDzoARvFP5BZPmU9E,,,,,,,,"Restaurant  Laughlin, US"
Don Laughlin's Riverside Resort Hotel and Casino,"1650 S Casino Dr, Laughlin, NV 89029",1650 S Casino Dr,"Laughlin, NV 89029","Resort hotel, Casino, Hotel",,(800) 227-3849,"(800) 227-3849, +1 800-227-3849",YES,Don Laughlin's Riverside Resort Hotel and Casino (Owner),105532561707535284786,https://www.google.com/maps/contrib/105532561707535284786,19361,4.2,"https://search.google.com/local/reviews?placeid=ChIJX3x7Jv5CzoARNJiP98wKdsk&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",14516802324318361652,0x80ce42fe267b7c5f:0xc9760accf78f9834,35.167263,-114.5718271,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmx0t1aVDC9fFo8DppnrWxLbh8K6JCT8jxTXaoXZVd30YRA4xaCZ3O-a21DqRX409IFEwJvbTPj4wZjO8QzfRaacmLJKEI-ZbAfP00Z5eCj9jvjncKy3nYFG41YtIZ8ATiDUoYngA=w408-h272-k-no,America/Los_Angeles,www.riversideresort.com/,www.riversideresort.com,,,,https://www.google.com/maps?cid=14516802324318361652,ChIJX3x7Jv5CzoARNJiP98wKdsk,,,,,,,,"Restaurant  Laughlin, US"
Capriotti's Sandwich Shop,"2020 S Casino Dr, Laughlin, NV 89029",2020 S Casino Dr,"Laughlin, NV 89029","Sandwich shop, Caterer, Cheesesteak restaurant, Deli, Fast food restaurant, Hoagie restaurant, Delivery Restaurant, Restaurant, Salad shop, Vegetarian restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(702) 299-1398,"(702) 299-1398, +1 702-299-1398",YES,Capriotti's Sandwich Shop (Owner),111721755764774614587,https://www.google.com/maps/contrib/111721755764774614587,675,4.2,"https://search.google.com/local/reviews?placeid=ChIJq1VJuqxDzoARHhsCpF5eSfo&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",18035049943353400094,0x80ce43acba4955ab:0xfa495e5ea4021b1e,35.160289999999996,-114.57188,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm2OV1sPx6ZV8LN7QqBzUggMk1dBp3cxmCIecZ7Y0gtZrgl0OtEWxB-NMBSHwK4IfK4fuxv0xKbILMTzDw1yhq-GFUyKFmRIVUPAtElTTt4vpq2l2ta742_wY6XuzOzsBwBn5Pl=w408-h306-k-no,America/Los_Angeles,capriottis.com/,capriottis.com,"Wednesday(2026-09-02): [11 AM–7 PM], Thursday(2026-09-03): [11 AM–7 PM], Friday(2026-09-04): [11 AM–9 PM], Saturday(2026-09-05): [11 AM–9 PM], Sunday(2026-09-06): [11 AM–7 PM], Monday(2026-09-07): [11 AM–7 PM], Tuesday(2026-09-08): [11 AM–7 PM]",https://www.google.com/search?kgmid=/g/11b76c4r94,/g/11b76c4r94,https://www.google.com/maps?cid=18035049943353400094,ChIJq1VJuqxDzoARHhsCpF5eSfo,,,,,,,,"Restaurant  Laughlin, US"
Karina's Mexican Kitchen,"576 Marina Blvd, Bullhead City, AZ 86442",576 Marina Blvd,"Bullhead City, AZ 86442",Mexican restaurant,"Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 704-6123,"(928) 704-6123, +1 928-704-6123",YES,Karina's Mexican Kitchen (Owner),110675562875776553300,https://www.google.com/maps/contrib/110675562875776553300,661,4.5,"https://search.google.com/local/reviews?placeid=ChIJ01n4DjtHzoARxOAPKDm-Fs8&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",14922323568033259716,0x80ce473b0ef859d3:0xcf16be39280fe0c4,35.1005162,-114.62804659999999,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmF90wjxkLFML8IUHb0McaZ6VXbXGDXUQiRdkYR_FmP1S2Pt5nbRY0ZBjIEtJu9Y2U9lbtoCwPrrttioFcyA6agYHlqIsoX5_va8lAPHmcGOYzk7uJGC6FXzhyT5U3bf9kDlndk=w408-h306-k-no,America/Phoenix,karinaskitchen.top/,karinaskitchen.top,"Wednesday(2026-09-02): [8 AM–9 PM], Thursday(2026-09-03): [8 AM–9 PM], Friday(2026-09-04): [8 AM–9 PM], Saturday(2026-09-05): [8 AM–9 PM], Sunday(2026-09-06): [8 AM–5 PM], Monday(2026-09-07): [8 AM–9 PM], Tuesday(2026-09-08): [8 AM–9 PM]",https://www.google.com/search?kgmid=/g/11kx7pwrsn,/g/11kx7pwrsn,https://www.google.com/maps?cid=14922323568033259716,ChIJ01n4DjtHzoARxOAPKDm-Fs8,,,,,,,,"Restaurant  Laughlin, US"
Perkins Restaurant & Bakery,"2250 AZ-95, Bullhead City, AZ 86442",2250 AZ-95,"Bullhead City, AZ 86442","Restaurant, American restaurant, Bakery, Breakfast restaurant, Brunch restaurant, Dessert restaurant, Diner, Family restaurant, Lunch restaurant, Pancake restaurant","Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating]",(928) 763-1960,"(928) 763-1960, +1 928-763-1960",YES,Perkins Restaurant & Bakery (Owner),115710169495957098518,https://www.google.com/maps/contrib/115710169495957098518,2430,4.3,"https://search.google.com/local/reviews?placeid=ChIJIWRiEGpBzoARK3AIlfFtOxI&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",1313764600663535659,0x80ce416a10626421:0x123b6df19508702b,35.105759899999995,-114.5973842,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlO2XLy_wMsUU89ryfBU7RVb_-vs880N3ytRUTuTsA2VFrEd3ZCITlULMIvF40euWNu7AvfuPjxayzxbLXrtMpVt1pNXKnMd8-DCERBepKp7OtbN3k0tybEUko5ltBvVAyJmDCb=w426-h240-k-no,America/Phoenix,perkinsrestaurants.com/locations/us/az/bullhead-city/2250-highway-95,perkinsrestaurants.com,"Wednesday(2026-09-02): [6 AM–10 PM], Thursday(2026-09-03): [6 AM–10 PM], Friday(2026-09-04): [6 AM–10 PM], Saturday(2026-09-05): [6 AM–10 PM], Sunday(2026-09-06): [6 AM–10 PM], Monday(2026-09-07): [6 AM–10 PM], Tuesday(2026-09-08): [6 AM–10 PM]",https://www.google.com/search?kgmid=/g/1tf6mh5z,/g/1tf6mh5z,https://www.google.com/maps?cid=1313764600663535659,ChIJIWRiEGpBzoARK3AIlfFtOxI,,,,,,,,"Restaurant  Laughlin, US"
Laughlin River Lodge,"2700 S Casino Dr, Laughlin, NV 89029",2700 S Casino Dr,"Laughlin, NV 89029","Lodge, Hotel, Resort hotel",,(702) 298-2242,"(702) 298-2242, +1 702-298-2242",NO,Laughlin River Lodge (Owner),,,6179,4.2,"https://search.google.com/local/reviews?placeid=ChIJn-BbXLRDzoAR-HRHY2ZZV-s&q=Restaurant++Laughlin,+US&authuser=0&hl=en&gl=US",16958121218174055672,0x80ce43b45c5be09f:0xeb575966634774f8,35.150852199999996,-114.57452389999999,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG2np6hk2zf-VjMO6GME9HqTqropE0cMg8Qxdoe3Hb1aK_5V0cPkHUA7Bgq6W6U04QsphxwHdD_TYmWFsunPEqG8u7o8qwR76buwWjv3g9HqS_RdnUAkbuR3pVidwM0JDNF61toIBw9oorFlI9f03WGOQj9snWj6Eq_D8oY_dySsl36_EgU9Tz2=w426-h240-k-no,America/Los_Angeles,www.laughlinriverlodge.com/,www.laughlinriverlodge.com,,,,https://www.google.com/maps?cid=16958121218174055672,ChIJn-BbXLRDzoAR-HRHY2ZZV-s,,,,,,,,"Restaurant  Laughlin, US"
